review_id,tanggal,username,review,clean_text,nama_produk,variasi_produk,link_gambar,file_gambar,rating,sentiment,sentiment_numeric
H000085,2024-08-01,T***S,"Sory sblmny ulasan sy ubah dr bntng5 ke bntng1  alsn: pas pertama dtg emng ga bau bhanya pas sy coba bgus modelnya,tp stlh sy Cuci krn in bju baru sblm sy smpn mw sy cuci...",sory sblmny ulas ubah bntng bntng alsn pas dtg emng bau bhanya pas coba bgus modelnyatp stlh cuci krn bju sblm smpn cuci,Cessie Blouse Wanita Airflow Atasan Crinkle Baju Big Size,Varian: Hitam - Size Jumbo,"https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg",H000085.jpg,1,Negative,0.0
J000020,2024-01-01,J***e,"Tipis banget kainnya, malah lebih tebel yg premium cotton. Padahal harga yg ini lbh mahal loh",tipis banget kain tebel premium cotton harga lbh mahal loh,Kaos Polos New States Apparel 5400 Heavy Cotton T-shirt,Varian: Maroon - L,Tidak ada gambar,J000020.jpg,1,Negative,0.0
Z000140,2025-02-01,Purnama,"kualitas okee, bahan adem,",kualitas okee bahan adem,Aerostreet T Shirt Reguler Polos Gelap Kaos T-Shirt Tshirt KAAAA,Varian: GELAP ABUTUA - XXL,Tidak ada gambar,Z000140.jpg,5,Positive,1.0
AR000074,2024-01-01,d***x,Bagaimana ini saya pesenya inner warna hitam yang datang malah piring plastik,pese inner warna hitam piring plastik,INNER KNIT PASTEL - LONG DRESS INNER,Varian: INNER BUSUI BB 40-65kg HITAM - allsize,https://images.tokopedia.net/img/cache/200-square/dx0w9n/1997/1/1/3f41c9975f4145b785ee1d6c1a9a9f54.webp?ect=4g,AR000074.jpg,1,Negative,0.0
AF000405,2024-01-01,Tonny,"yg blm beli, wajib beli",blm beli wajib beli,Aerostreet Chinos Panjang Elvano Hijau Army Celana Chino EAAAA,Varian: 30,Tidak ada gambar,AF000405.jpg,5,Positive,1.0
AO000034,2025-02-22,A***p,Ga amanah org psen yg ada mutiaranya knpa yg dateng yg serut🤦‍♀️😞,amanah org psen mutiara knpa dateng serut,QOME - DRESS BAHAN CERUTI / DRESS NAOMI / DRESS KONDANGAN /DRESS PESTA / DRESS FORMAL Mewah,Varian: navy - XL (LD 120),Tidak ada gambar,AO000034.jpg,1,Negative,0.0
T000109,2024-01-01,K***e,Desainnya kece. Modelnya stylish 😎. Bahannya bagus. Tebal berkualitas 👍. Nyaman dipakai 👍. Ukurannya sesuai.,desain kece model stylish bahan bagus tebal kualitas nyaman pakai ukur sesuai,"jaket bomber premium,jaket pria",Varian: Putih - XL,Tidak ada gambar,T000109.jpg,5,Positive,1.0
N000088,2025-03-13,P***c,"Modelnya bagussss dicicil pake apa aja keliatan bagus, Baji murah tapi Gak keliatan murahan, perkiraan lehernya kecil tapi bagsunya Ada resletingnya dibelakang jadi Pas d...",model bagussss cicil pake aja liat bagus baji murah gak liat murah kira leher bagsunya resletingnya belakang pas,"Novie Baju Blouse Cringkle Atasan Wanita Lengan Panjang Katun Polos,Blouse Wanita Kekinian Airflow Muda Crinkle Oversize atasan tulle Nyaman atasan korea Linen",Varian: Milo - All Size,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/83a623067b304c0493f5f70652cbbda5.webp?ect=4g,N000088.jpg,5,Positive,1.0
W000117,2025-01-01,T***S,Terbaik,baik,House of Smith Bomber Jacket Bomen Black #5 - Jaket Bomber Pria Hitam,Varian: L - Black,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/c9a3f21cce1544beba3bc161494b99d9~.webp?ect=4g,W000117.jpg,5,Positive,1.0
L000396,2024-01-01,Dwi,bagus... ukuran nya sesuai deskripsi,bagus ukur nya sesuai deskripsi,CELANA PANJANG JEANS PRIA STRETCH,Varian: biowash - 34,Tidak ada gambar,L000396.jpg,5,Positive,1.0
N000461,2025-03-08,D***a,Bagus bgt,bagus bgt,"Novie Baju Blouse Cringkle Atasan Wanita Lengan Panjang Katun Polos,Blouse Wanita Kekinian Airflow Muda Crinkle Oversize atasan tulle Nyaman atasan korea Linen",Varian: Milo - Jumbo XL,Tidak ada gambar,N000461.jpg,5,Positive,1.0
AZ000161,2025-02-22,B****,"Bahan panas nerawang
Mana banyak benang gk di bersihin dl kecewa sih karna po juga lama",bahan panas nerawang benang bersihin kecewa sih karna,RANIA ONE SET-Setelan celana dan atasan katun toyobo anak usia 0-10 tahun,Varian: Rania Dusty - L,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/e9693a4dd4ac43be9a4739555fcf4855~.webp?ect=4g,AZ000161.jpg,2,Negative,0.0
B000043,2025-01-01,e***3,lumayan,lumayan,Baju Anak Perempuan - (Ready Stock) Dress Anak Perempuan Aubu Karakter kartun LBB Terlaris / Fashion Dress Anak DTF Monster Lucu Terbaru,Varian: PINK BFF FOREVER - L,Tidak ada gambar,B000043.jpg,2,Negative,0.0
AV000075,2025-01-01,A***H,Motif ini yg gk ada,motif,Motif Best seller Atasan kemeja anak bahan katun flanel untuk usia 3-10 tahun lengan panjang motif kotak tartan fashion kids Fashion Baju anak anak,Varian: Best  01 - 3XL 9-10 tahun,Tidak ada gambar,AV000075.jpg,1,Negative,0.0
AC000226,2024-06-01,Agus,Berat badan 71 - 80 kg Tinggi badan 171 - 180 cm Ukurannya pas,berat badan badan ukur pas,Aerostreet Chinos Panjang Elvano Navy Celana Chino EAAAA,Varian: 34,Tidak ada gambar,AC000226.jpg,5,Positive,1.0
P000193,2025-03-13,C***x,Mantap👍,mantap,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Army - L,Tidak ada gambar,P000193.jpg,5,Positive,1.0
R000418,2024-01-01,Nafitri,bahannya agak kurang cakep tapi murah meriah ok lah,bahan cakep murah riah,Jaket Bomber Ribsgold Series,Varian: BomberNavy - L,Tidak ada gambar,R000418.jpg,5,Positive,1.0
AS000100,2024-01-01,f***i,"Kecewa... 
Bagian tangan nya melar kyk baju bekas di komplen respon nya cuma bilang sebentar ya kk udh gtu ngilang",kecewa tangan nya melar kyk baju bekas komplen respon nya bilang sebentar udh gtu ngilang,Kayla Tunik Jaring Rajut Outer Dress Rajut Wanita,Varian: MAGENTA,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,AS000100.jpg,1,Negative,0.0
AJ000015,2025-03-01,P***c,"Pesen abu"" dkirimx denim",sen abu dkirimx denim,"KEMEJA WANITA , KEMEJA RAYON ORI PREMIUM, KEMEJA WANITA KEKINIAN, KEMEJA WANITA MURAH Oversize",Varian: Abu tua - XL (LD 120cm),https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,AJ000015.jpg,2,Negative,0.0
T000066,2024-01-01,AminkArc,Proses pesanan cepat.,proses pesan cepat,"jaket bomber premium,jaket pria",Varian: hijau army - XXL,Tidak ada gambar,T000066.jpg,4,Positive,1.0
AZ000108,2025-03-01,B***a,"Tidak sesuai sama ekspektasi,tp sesuai harga sih,,dari bahan,dan jahitan kurang memuaskan 😭😭",sesuai ekspektasitp sesuai harga sihdari bahandan jahit muas,RANIA ONE SET-Setelan celana dan atasan katun toyobo anak usia 0-10 tahun,Varian: Rania Dusty - L,Tidak ada gambar,AZ000108.jpg,1,Negative,0.0
AQ000034,2024-09-01,k***k,"Saya sudah menyampaikan keluhan saya,baik melalui chat ataupun melalui WhatsApp,admin minta di kasih ranting baik tapi bahasa nya berkali2 bilang itu kesalahan saya,dan b...",keluh sayabaik chat whatsappadmin kasih ranting bahasa nya kali bilang salah sayadan,JUMPSUIT / OVERALL LIVE KODE A (1-100),Varian: KODE A15,Tidak ada gambar,AQ000034.jpg,1,Negative,0.0
H000080,2024-08-01,N***a,Bahannya jelek panas,bahan jelek panas,Cessie Blouse Wanita Airflow Atasan Crinkle Baju Big Size,Varian: Hitam - Tangan Panjang (Sz Jumbo),Tidak ada gambar,H000080.jpg,1,Negative,0.0
B000073,2025-02-15,X***z,Baju nya bagus sekali dengan harga segitu sangat rekomen Poko nya nanti order lagi,baju nya bagus harga segitu rekomen poko nya order,Baju Anak Perempuan - (Ready Stock) Dress Anak Perempuan Aubu Karakter kartun LBB Terlaris / Fashion Dress Anak DTF Monster Lucu Terbaru,Varian: PINK MELO - L,Tidak ada gambar,B000073.jpg,5,Positive,1.0
N000198,2025-03-11,G***f,Beli pertama agak tebal kenapa yg kedua agak tipis ya,beli tebal tipis,"Novie Baju Blouse Cringkle Atasan Wanita Lengan Panjang Katun Polos,Blouse Wanita Kekinian Airflow Muda Crinkle Oversize atasan tulle Nyaman atasan korea Linen",Varian: Hitam - All Size,Tidak ada gambar,N000198.jpg,2,Negative,0.0
AI000107,2025-03-08,T***j,Bagus wajib beli sih,bagus wajib beli sih,KEMEJA/BLOUSE ALIKA RAYON PREMIUM LD 120 CM,Varian: KAVITA - 120,Tidak ada gambar,AI000107.jpg,5,Positive,1.0
I000175,2024-06-01,M***d,"Ukurannya pas, udah order kesekian kali, rekomen",ukur pas udah order sekian kali rekomen,Kaos Polos New States Apparel 7200 Premium Cotton T-shirt,Varian: Maroon - XXXL,Tidak ada gambar,I000175.jpg,5,Positive,1.0
C000273,2025-03-09,A***d,Sesuai pesanan bagus,sesuai pesan bagus,COZYCLUB Long Sleeve Linen Shirt | Kemeja Pria Kerah Lengan Panjang Baju Dark Grey Beige,Varian: Grey Blue - M,Tidak ada gambar,C000273.jpg,5,Positive,1.0
I000343,2024-01-01,A***i,bagus banget..,bagus banget,Kaos Polos New States Apparel 7200 Premium Cotton T-shirt,Varian: Sport Grey - M,Tidak ada gambar,I000343.jpg,5,Positive,1.0
S000152,2024-01-01,Zhafran,"modelnya kece betul, bahannya bagus tydack kaleng-kaleng.",model kece bahan bagus tydack kalengkaleng,"Jaket Semi Parka, Kemeja Semi Parka, Canvas Trucker",Varian: Khaki - XXL,Tidak ada gambar,S000152.jpg,5,Positive,1.0
J000302,2024-01-01,N***a,"Bagus bgt bahannya tebel, tekstur kasar tapi nyaman di pake. Jahitan rapi juga. Ok lah pokoknya. Langsung repeat order warna lain. Thank you!",bagus bgt bahan tebel tekstur kasar nyaman pake jahit rapi pokok langsung repeat order warna thank you,Kaos Polos New States Apparel 5400 Heavy Cotton T-shirt,Varian: White - M,"https://images.tokopedia.net/img/cache/200-square/bjFkPX/2021/11/7/6e518ed2-c9b7-4d46-a331-1af778512d46.jpg.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/bjFkPX/2021/11/7/838cd0a3-c94e-463b-a93c-f801aff0bdb8.jpg.webp?ect=4g",J000302.jpg,5,Positive,1.0
AA000452,2024-05-01,Dian,Mantap keren,mantap keren,Aerostreet Chinos Panjang Elvano Hitam Celana Chino EAAAA,Varian: 34,Tidak ada gambar,AA000452.jpg,5,Positive,1.0
G000012,2024-01-01,Rogi,"baru 3hari di pakai,celana blm d cuci kantongnya udah jebol,.",pakaicelana blm cuci kantong udah jebol,Celana Bahan Pria Kerja Formal - Laksa Kirana Slim Fit Pants,Varian: Abu Tua - 30,Tidak ada gambar,G000012.jpg,1,Negative,0.0
AD000264,2024-04-01,Ridlo,"bahan oke, puassssssssss",bahan oke puassssssssss,Aerostreet Chinos Panjang Elvano Abu Tua Celana Chino EAAAA,Varian: 32,Tidak ada gambar,AD000264.jpg,5,Positive,1.0
AX000033,2025-02-22,T***S,"Ukuran xxl nya tdk muat d umur 11thn,saya kecewa🤨yg d kirim buat ank umur 3thn",ukur xxl nya tdk muat umur thnsaya kecewayg kirim ank umur thn,"Paket 3 pcs kaos distro anak branded laki laki dan perempuan usia 3,5-12 tahun Combed 30s Bunda",Varian: 3pcs motif I - XXL,Tidak ada gambar,AX000033.jpg,1,Negative,0.0
S000299,2024-01-01,S***a,"Biru dongkernya sedikit lebih gelap dari gambarnya, tapi masih okay lah. Belum sempet foto tapi overall kualitas sesuai dgn harganya.",biru dongkernya gelap gambar okay sempet foto overall kualitas sesuai dgn harga,"Jaket Semi Parka, Kemeja Semi Parka, Canvas Trucker",Varian: Navy - M,Tidak ada gambar,S000299.jpg,5,Positive,1.0
R000002,2024-11-01,l***s,"saya beli ukuran L tapi ketika dipakai rasanya seperti ukuran M, padahal semua jaket saya ukurannya L dan ketika diukur memang produk ini ukurannya tidak sesuai dengan st...",beli ukur pakai ukur jaket ukur ukur produk ukur sesuai,Jaket Bomber Ribsgold Series,Varian: BomberBlack - L,"https://images.tokopedia.net/img/cache/200-square/bjFkPX/2024/10/20/78f43b59-1c1d-4ca5-8135-43074e22e814.jpg.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/bjFkPX/2024/10/20/fcc4ec4b-d106-4a0a-8139-2c52f5b97a2b.jpg.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/bjFkPX/2024/10/20/0034295b-1b15-499b-81b5-48008480fd4f.jpg.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/bjFkPX/2024/10/20/8e27bee6-2b32-4385-b81c-d3668feadaaf.jpg.webp?ect=4g",R000002.jpg,1,Negative,0.0
AG000023,2025-03-01,Q***s,jelek amat ga di jaitin bagian bawahnya kocak,jelek jaitin bawah kocak,Kaos Oversize Lengan 7/8 Wanita T-shirt Wanita Lengan 3/4 Slit Atasan Rayon Belah Samping Basic Baju Panjang Top Polos Oval murah,Varian: Biru Electrik - L ( LD 100-120Cm ),"https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/00385c806cdb4419804a4fbf25c667e3.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/4a14426156274c399838fd55ff5670da.webp?ect=4g",AG000023.jpg,1,Negative,0.0
AW000055,2025-03-10,T***r,"Bagus celananya suka 
Tapi kurir nya jutek banget marah"" nyebelin",bagus celana suka kurir nya jutek banget marah nyebelin,celana panjang anak laki-laki model cargo umur 5 sampai 15 tahun,Varian: hitam - 5 tahun,Tidak ada gambar,AW000055.jpg,2,Negative,0.0
M000492,2025-01-01,Z***u,"Kualitas produk: Bahannya tipis, sesuai dengan harga",kualitas produk bahan tipis sesuai harga,4 Pcs 100 Ribu | Kaos Pocket Saku MBN Pria Wanita | Kaos Polos | Kaos Lengan Pendek Santai,Varian: 4 PCS WARNA RANDOM - XL,Tidak ada gambar,M000492.jpg,5,Positive,1.0
H000098,2025-03-01,T***S,Ini juga sesuai apa yang saya pesan,sesuai pesan,Cessie Blouse Wanita Airflow Atasan Crinkle Baju Big Size,Varian: Hitam - Tangan Panjang (Sz Jumbo),https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,H000098.jpg,4,Positive,1.0
AW000124,2025-01-01,T***S,Sangat kecewa skali,kecewa skali,celana panjang anak laki-laki model cargo umur 5 sampai 15 tahun,Varian: mocca - 12 tahun,Tidak ada gambar,AW000124.jpg,1,Negative,0.0
AD000100,2024-12-01,T***n,"Value for money banget secara kualitas sangat puas, ukuran 32 utk 174cm/74 kg pas banget.. nyesel cm beli 1",value for money banget kualitas puas ukur utk pas banget nyesel beli,Aerostreet Chinos Panjang Elvano Abu Tua Celana Chino EAAAA,Varian: 32,"https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg",AD000100.jpg,5,Positive,1.0
AF000463,2024-01-01,D***i,"Bagus celaannya, ukuran jg pas di sy",bagus cela ukur pas,Aerostreet Chinos Panjang Elvano Hijau Army Celana Chino EAAAA,Varian: 36,https://images.tokopedia.net/img/cache/200-square/bjFkPX/2022/5/19/50cda41a-ba6f-46fd-85be-37fff60a007d.jpg.webp?ect=4g,AF000463.jpg,5,Positive,1.0
AZ000010,2025-03-14,R***u,Celana nya ngepas bgt dan atasanya kecil bgt ga muat untuk masuk kepalanya padahal beli ukuran L direkomendasikan nya gimna dong jd ga kepake udah ponnya lama bgt,celana nya ngepas bgt atasanya bgt muat masuk kepala beli ukur rekomendasi nya gimna kepake udah pon bgt,RANIA ONE SET-Setelan celana dan atasan katun toyobo anak usia 0-10 tahun,Varian: Rania Khaky - L,Tidak ada gambar,AZ000010.jpg,1,Negative,0.0
AP000037,2024-01-01,I***a,"Bahannya panas, tdk nyerap",bahan panas tdk nyerap,HSS - Vivi midi dress knit,Varian: Kubus Vivi Midi,Tidak ada gambar,AP000037.jpg,2,Negative,0.0
L000153,2024-04-01,O***k,Ukurannya pas,ukur pas,CELANA PANJANG JEANS PRIA STRETCH,Varian: black garment - 28,Tidak ada gambar,L000153.jpg,5,Positive,1.0
AE000212,2024-04-01,Achmad,Ukurannya pas,ukur pas,Aerostreet Chinos Panjang Elvano Khaki Celana Chino EAAAA,Varian: 30,Tidak ada gambar,AE000212.jpg,5,Positive,1.0
AZ000012,2025-03-14,V***p,"Warna kurang sesuai dg display. Display warnanya hijau agak kebiruan gelap, tapi yg dtg hijau gelap. Kain diluar ekspektasi. Pas liat display keliatannya bagus bgt. Pas d...",warna sesuai display display warna hijau biru gelap dtg hijau gelap kain luar ekspektasi pas liat display liat bagus bgt pas,RANIA ONE SET-Setelan celana dan atasan katun toyobo anak usia 0-10 tahun,Varian: Rania Emerald - XXL,Tidak ada gambar,AZ000012.jpg,2,Negative,0.0
N000071,2025-02-01,i***i,"Kurang puas, apa lagi tdk ada lubang kancing nya, PR buat benerin nya males",puas tdk lubang kancing nya benerin nya males,"Novie Baju Blouse Cringkle Atasan Wanita Lengan Panjang Katun Polos,Blouse Wanita Kekinian Airflow Muda Crinkle Oversize atasan tulle Nyaman atasan korea Linen",Varian: Hitam - All Size,Tidak ada gambar,N000071.jpg,2,Negative,0.0
AR000030,2024-05-01,T***S,Barang yg datang tidak sesuai,barang sesuai,INNER KNIT PASTEL - LONG DRESS INNER,Varian: Hitam - allsize,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,AR000030.jpg,1,Negative,0.0
AJ000438,2025-03-01,L***s,bagusss,bagusss,"KEMEJA WANITA , KEMEJA RAYON ORI PREMIUM, KEMEJA WANITA KEKINIAN, KEMEJA WANITA MURAH Oversize",Varian: Coklat susu - XL (LD 120cm),https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,AJ000438.jpg,5,Positive,1.0
AX000050,2025-01-01,#***i,tipis bahanya,tipis bahanya,"Paket 3 pcs kaos distro anak branded laki laki dan perempuan usia 3,5-12 tahun Combed 30s Bunda",Varian: 3pcs motif I - XXL,Tidak ada gambar,AX000050.jpg,2,Negative,0.0
P000153,2025-03-13,M***l,"Keren banget,, asli keren, bahan nya bagus,, harga murah tapi bahan nya mahal,, pokonya keren the best lah,, smoga sukses selalu buat toko nya 🥰",keren banget asli keren bahan nya bagus harga murah bahan nya mahal poko keren the best smoga sukses toko nya,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Army - L,"https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/d8fdb7395d794af285802c56488473b8.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/8e2701fa97924ba281cac998fbbc2d11.webp?ect=4g",P000153.jpg,5,Positive,1.0
H000268,2025-02-22,i****,Dasar baju jelek,dasar baju jelek,Cessie Blouse Wanita Airflow Atasan Crinkle Baju Big Size,Varian: Hitam - Tangan Panjang (Sz Normal),Tidak ada gambar,H000268.jpg,2,Negative,0.0
AJ000251,2025-03-08,Q***u,warnaa nyaa ga sama yang di foto jujur kecewa banget ini malah warna apa yang di kirim,warnaa nyaa foto jujur kecewa banget warna kirim,"KEMEJA WANITA , KEMEJA RAYON ORI PREMIUM, KEMEJA WANITA KEKINIAN, KEMEJA WANITA MURAH Oversize",Varian: Turkis - L (LD 105cm),https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/14bf3b41010943639e39c33a3e5907af.webp?ect=4g,AJ000251.jpg,2,Negative,0.0
C000047,2025-02-01,S***a,"Produk bajunya bagus  , j&t nya kek ajg",produk baju bagus nya kek ajg,COZYCLUB Long Sleeve Linen Shirt | Kemeja Pria Kerah Lengan Panjang Baju Dark Grey Beige,Varian: Dark Grey - M,Tidak ada gambar,C000047.jpg,2,Negative,0.0
R000462,2024-01-01,N***n,"awalnya ragu sekali, ga tau ny mau beli lagi.. 
Jaketnya sesuai deskriosi, foto dan video, trims..",ragu tau beli jaket sesuai deskriosi foto video trims,Jaket Bomber Ribsgold Series,Varian: BomberBlack - M,Tidak ada gambar,R000462.jpg,5,Positive,1.0
AI000049,2025-03-12,S***s,"Baju ny bagus sesuai gmbar, bahan ny adem. Gk mengecewakan deh bli ny😍",baju bagus sesuai gmbar bahan adem kecewa deh bli,KEMEJA/BLOUSE ALIKA RAYON PREMIUM LD 120 CM,Varian: KAVITA - 120,Tidak ada gambar,AI000049.jpg,4,Positive,1.0
P000077,2025-03-08,L***a,Tipis banget kak,tipis banget kak,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Abu Tua - XL,Tidak ada gambar,P000077.jpg,2,Negative,0.0
G000037,2024-01-01,B***u,"ukurannya pas, sesuai deskripsi, namun dibagian paha sedikit ketat. Setelah pemakaian selama seminggu baru tau kualitas aslinya cukup mengecewakan, kantong depan kanan ki...",ukur pas sesuai deskripsi bagi paha ketat pakai minggu tau kualitas asli kecewa kantong kanan,Celana Bahan Pria Kerja Formal - Laksa Kirana Slim Fit Pants,Varian: Hitam - 31,"https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg",G000037.jpg,1,Negative,0.0
AT000008,2025-03-12,U***j,barag yg di kirim 1 .pesen 10 yg di kirim cuman 9,barag kirim sen kirim cuman,Faradina Exclusive Listya Dress Gamis Motif Premium Aksen List Busui Friendly Diamond Muslim,Varian: BM Abu,Tidak ada gambar,AT000008.jpg,1,Negative,0.0
AD000352,2024-01-01,Wiki,Ukurannya pas,ukur pas,Aerostreet Chinos Panjang Elvano Abu Tua Celana Chino EAAAA,Varian: 32,Tidak ada gambar,AD000352.jpg,5,Positive,1.0
P000264,2025-02-01,M****,Jangan berharap lebih dengan harga 70k..,harap harga,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Hitam - M,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/e80315f20bae43e5ba4567e8209699a1~.webp?ect=4g,P000264.jpg,2,Negative,0.0
F000005,2025-01-01,E***g,"fast respon, cpt sampenya, jml sesuai, kereen sweaternya, trmkasiih..",fast respon cpt sampenya jml sesuai kereen sweaternya trmkasiih,Hoodie Jumper Jaket Sweater Polos Unisex,Varian: Unggu Muda - XXL,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,F000005.jpg,5,Positive,1.0
AA000087,2025-02-01,alfin,"model nya bagus .bahan tebal dan halus 
pokok nya keren .sesuai pesanan",model nya bagus bahan tebal halus pokok nya keren sesuai pesan,Aerostreet Chinos Panjang Elvano Hitam Celana Chino EAAAA,Varian: 28,"https://images.tokopedia.net/img/cache/200-square/bjFkPX/2025/2/5/e0e274a8-339d-457a-870f-8580d1cd2112.jpg.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/bjFkPX/2025/2/5/9b1a3721-4147-446d-88a3-f037b8c07549.jpg.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/bjFkPX/2025/2/5/72790b8b-7a47-44d1-afd8-7a2a350fe43b.jpg.webp?ect=4g",AA000087.jpg,5,Positive,1.0
